course_code,course_title,subject,subject_name,course_number
HISTORY 271,Atlantic Revolutions,HISTORY,History,271
HISTORY 300,Thinking History: Approaches to the Past,HISTORY,History,300
HISTORY 308,African-American Freedom Struggles: USA 1900-2000,HISTORY,History,308
HISTORY 309,Bloodlands: Global Warfare,HISTORY,History,309
HISTORY 317,Nazi Germany and its Legacies,HISTORY,History,317
HISTORY 318,Special Topic,HISTORY,History,318
HISTORY 324,Old Regime and Revolution in France c.1750-1815,HISTORY,History,324
HISTORY 327,Waitangi: Treaty to Tribunal,HISTORY,History,327
HISTORY 333,Australian History Since 1788,HISTORY,History,333
HISTORY 335,Samurai and Scholars: Early Modern China and Japan,HISTORY,History,335
HISTORY 339,"Medieval Cultures: Faith, Power, Identities",HISTORY,History,339
HISTORY 341,Making Sense of the Sixties: the USA 1954-1974,HISTORY,History,341
HISTORY 350,The Global Cold War,HISTORY,History,350
HISTORY 352,New Zealand Cultural History,HISTORY,History,352
HISTORY 356,Body and Blood: Religious Cultures and Conflicts c.50-1650,HISTORY,History,356
HISTORY 357,"Progress and Poverty: The USA, 1877-1919",HISTORY,History,357
HISTORY 359,Special Topic: Capitalism and Consumerism in United States History,HISTORY,History,359
HISTORY 367,"Health, Medicine and Society",HISTORY,History,367
HISTORY 370,Ireland since 1798,HISTORY,History,370
HISTORY 371,Atlantic Revolutions,HISTORY,History,371
HISTORY 700A,Settlers and Empire,HISTORY,History,700A
HISTORY 700B,Settlers and Empire,HISTORY,History,700B
HISTORY 705A,Writing New Zealand,HISTORY,History,705A
HISTORY 705B,Writing New Zealand,HISTORY,History,705B
HISTORY 706A,Topics in European Cultural History,HISTORY,History,706A
HISTORY 706B,Topics in European Cultural History,HISTORY,History,706B
HISTORY 711A,Texts and Contexts,HISTORY,History,711A
HISTORY 711B,Texts and Contexts,HISTORY,History,711B
HISTORY 712A,Insider Histories,HISTORY,History,712A
HISTORY 712B,Insider Histories,HISTORY,History,712B
HISTORY 713A,"Empire and Insurgency, 1840-1950",HISTORY,History,713A
HISTORY 713B,"Empire and Insurgency, 1840-1950",HISTORY,History,713B
HISTORY 715A,Topics in the History of War and Peace,HISTORY,History,715A
HISTORY 715B,Topics in the History of War and Peace,HISTORY,History,715B
HISTORY 716,Topics in the History of War and Peace,HISTORY,History,716
HISTORY 721A,Special Topic,HISTORY,History,721A
HISTORY 721B,Special Topic,HISTORY,History,721B
HISTORY 725A,"Health, Medicine and Society",HISTORY,History,725A
HISTORY 725B,"Health, Medicine and Society",HISTORY,History,725B
HISTORY 734A,Uncovering United States History,HISTORY,History,734A
HISTORY 734B,Uncovering United States History,HISTORY,History,734B
HISTORY 736A,Medieval Women and Gender,HISTORY,History,736A
HISTORY 736B,Medieval Women and Gender,HISTORY,History,736B
HISTORY 737A,Rethinking History,HISTORY,History,737A
HISTORY 737B,Rethinking History,HISTORY,History,737B
HISTORY 740,Special Topic,HISTORY,History,740
HISTORY 742A,Special Topic,HISTORY,History,742A
HISTORY 742B,Special Topic,HISTORY,History,742B
HISTORY 760,Special Study,HISTORY,History,760
HISTORY 760A,Special Study,HISTORY,History,760A
HISTORY 760B,Special Study,HISTORY,History,760B
HISTORY 761,Special Study,HISTORY,History,761
HISTORY 761A,Special Study,HISTORY,History,761A
HISTORY 761B,Special Study,HISTORY,History,761B
HISTORY 780,Research Project,HISTORY,History,780
HISTORY 780A,Research Project,HISTORY,History,780A
HISTORY 780B,Research Project,HISTORY,History,780B
HISTORY 793,Dissertation,HISTORY,History,793
HISTORY 793A,Dissertation,HISTORY,History,793A
HISTORY 793B,Dissertation,HISTORY,History,793B
HISTORY 796A,Thesis,HISTORY,History,796A
HISTORY 796B,Thesis,HISTORY,History,796B
HISTORY 797A,Research Portfolio,HISTORY,History,797A
HISTORY 797B,Research Portfolio,HISTORY,History,797B
HLTHLEAD 701,Health Management,HLTHLEAD,Health Leadership,701
HLTHLEAD 702,Health Leadership,HLTHLEAD,Health Leadership,702
HLTHLEAD 755A,Applied Project in Health Leadership - Level 9,HLTHLEAD,Health Leadership,755A
HLTHLEAD 755B,Applied Project in Health Leadership - Level 9,HLTHLEAD,Health Leadership,755B
HLTHMGT 755,Project in Health Leadership - Level 9,HLTHMGT,Health Management,755
HLTHMGT 755A,Project in Health Leadership - Level 9,HLTHMGT,Health Management,755A
HLTHMGT 755B,Project in Health Leadership - Level 9,HLTHMGT,Health Management,755B
HLTHPSYC 122,"Behaviour, Health and Development",HLTHPSYC,Health Psychology,122
HLTHPSYC 714,Health Psychology,HLTHPSYC,Health Psychology,714
HLTHPSYC 715,Research Methods in Health Psychology,HLTHPSYC,Health Psychology,715
HLTHPSYC 716,Psychoneuroimmunology,HLTHPSYC,Health Psychology,716
HLTHPSYC 717,"Emotions, Emotion Regulation, and Health",HLTHPSYC,Health Psychology,717
HLTHPSYC 719,Health Psychology Assessment,HLTHPSYC,Health Psychology,719
HLTHPSYC 720,Health Psychology Interventions,HLTHPSYC,Health Psychology,720
HLTHPSYC 742A,Professional Practice in Health Psychology,HLTHPSYC,Health Psychology,742A
HLTHPSYC 742B,Professional Practice in Health Psychology,HLTHPSYC,Health Psychology,742B
HLTHPSYC 743,Psychopathology and Clinical Interviewing,HLTHPSYC,Health Psychology,743
HLTHPSYC 744,Research Topic in Health Psychology,HLTHPSYC,Health Psychology,744
HLTHPSYC 745A,Practicum in Health Psychology,HLTHPSYC,Health Psychology,745A
HLTHPSYC 745B,Practicum in Health Psychology,HLTHPSYC,Health Psychology,745B
HLTHPSYC 746,Pre-internship Placement,HLTHPSYC,Health Psychology,746
HLTHPSYC 746A,Pre-Internship Placement,HLTHPSYC,Health Psychology,746A
HLTHPSYC 746B,Pre-Internship Placement,HLTHPSYC,Health Psychology,746B
HLTHPSYC 755,Special Study,HLTHPSYC,Health Psychology,755
HLTHPSYC 757,Psychosomatic Processes,HLTHPSYC,Health Psychology,757
HLTHPSYC 758,Technology and Health,HLTHPSYC,Health Psychology,758
HLTHPSYC 796A,Thesis in Health Psychology,HLTHPSYC,Health Psychology,796A
HLTHPSYC 796B,Thesis in Health Psychology,HLTHPSYC,Health Psychology,796B
HLTHSCI 700,Working with People with Long-term Conditions,HLTHSCI,Health Sciences,700
HLTHSCI 703,Psychological Interventions in Health Care,HLTHSCI,Health Sciences,703
HLTHSCI 704,Primary Health Care of Children and Young People,HLTHSCI,Health Sciences,704
HLTHSCI 705,Mental Health and Addiction for Health Professionals,HLTHSCI,Health Sciences,705
HLTHSCI 706,Special Topic,HLTHSCI,Health Sciences,706
HLTHSCI 707,Special Topic,HLTHSCI,Health Sciences,707
HLTHSCI 708,Special Topic,HLTHSCI,Health Sciences,708
HLTHSCI 710,Acute Stroke Care,HLTHSCI,Health Sciences,710
HLTHSCI 711,Stroke Rehabilitation,HLTHSCI,Health Sciences,711
HLTHSCI 712,Advanced Stroke Care,HLTHSCI,Health Sciences,712
HLTHSCI 713,Improving Stroke Care,HLTHSCI,Health Sciences,713
HLTHSCI 715,Research in Practice,HLTHSCI,Health Sciences,715
HLTHSCI 789,Research Project,HLTHSCI,Health Sciences,789
HLTHSCI 789A,Research Project,HLTHSCI,Health Sciences,789A
HLTHSCI 789B,Research Project,HLTHSCI,Health Sciences,789B
HLTHSCI 790,Dissertation,HLTHSCI,Health Sciences,790
HLTHSCI 790A,Dissertation,HLTHSCI,Health Sciences,790A
HLTHSCI 790B,Dissertation,HLTHSCI,Health Sciences,790B
HLTHSCI 793A,Research Portfolio,HLTHSCI,Health Sciences,793A
HLTHSCI 793B,Research Portfolio,HLTHSCI,Health Sciences,793B
HLTHSCI 795,Research Project in Health Practice,HLTHSCI,Health Sciences,795
HLTHSCI 795A,Research Project in Health Practice,HLTHSCI,Health Sciences,795A
HLTHSCI 795B,Research Project in Health Practice,HLTHSCI,Health Sciences,795B
HLTHSCI 796A,Thesis,HLTHSCI,Health Sciences,796A
HLTHSCI 796B,Thesis,HLTHSCI,Health Sciences,796B
HLTHSCI 797A,Research Portfolio,HLTHSCI,Health Sciences,797A
HLTHSCI 797B,Research Portfolio,HLTHSCI,Health Sciences,797B
HLTHSCI 800,Research in Action,HLTHSCI,Health Sciences,800
HLTHSCI 801,Healthcare Strategy and Planning,HLTHSCI,Health Sciences,801
HLTHSCI 802,Critical Synthesis of Health Issue,HLTHSCI,Health Sciences,802
HLTHSCI 802A,Critical Synthesis of Health Issue,HLTHSCI,Health Sciences,802A
HLTHSCI 802B,Critical Synthesis of Health Issue,HLTHSCI,Health Sciences,802B
HLTHSCI 803,Research Proposal,HLTHSCI,Health Sciences,803
HLTHSCI 897,Thesis,HLTHSCI,Health Sciences,897
HLTHSCI 897A,Thesis,HLTHSCI,Health Sciences,897A
HLTHSCI 897B,Thesis,HLTHSCI,Health Sciences,897B
HUMS 101,Europe: Medieval to Modern,HUMS,Humanities,101
HUMS 300,Critiquing the Museum,HUMS,Humanities,300
HUMSERV 102,Lifespan Development for Human Services,HUMSERV,Human Services,102
INDIGEN 700,Indigenous Theories,INDIGEN,Indigenous Studies,700
INDIGEN 701,Special Topic,INDIGEN,Indigenous Studies,701
INDIGEN 702,Special Topic,INDIGEN,Indigenous Studies,702
INDIGEN 710,Indigenous Methodologies,INDIGEN,Indigenous Studies,710
INDIGEN 711,Indigenous Environmental Politics,INDIGEN,Indigenous Studies,711
INDIGEN 712,Indigenous Psychologies,INDIGEN,Indigenous Studies,712
INDIGEN 792,Dissertation,INDIGEN,Indigenous Studies,792
INDIGEN 792A,Dissertation,INDIGEN,Indigenous Studies,792A
INDIGEN 792B,Dissertation,INDIGEN,Indigenous Studies,792B
INDIGEN 793,Dissertation,INDIGEN,Indigenous Studies,793
INDIGEN 793A,Dissertation,INDIGEN,Indigenous Studies,793A
INDIGEN 793B,Dissertation,INDIGEN,Indigenous Studies,793B
INFOGOV 700,Environment of Information Governance,INFOGOV,Information Governance,700
INFOGOV 701,Information Research in Practice,INFOGOV,Information Governance,701
INFOGOV 702,Information Ethics,INFOGOV,Information Governance,702
INFOGOV 703,Impact of New Technologies,INFOGOV,Information Governance,703
INFOGOV 704,Artificial Intelligence Regulation,INFOGOV,Information Governance,704
INFOGOV 705,Information Privacy: Theory and Application,INFOGOV,Information Governance,705
INFOGOV 706,Cybersecurity Techniques and Governance,INFOGOV,Information Governance,706
INFOGOV 707,Dispute Resolution Techniques,INFOGOV,Information Governance,707
INFOGOV 708,Intellectual Property and Information,INFOGOV,Information Governance,708
INFOGOV 709,Access to Information,INFOGOV,Information Governance,709
INFOGOV 710,Sector Regulation,INFOGOV,Information Governance,710
INFOGOV 711,Special Topic,INFOGOV,Information Governance,711
INFOGOV 712,Special Topic,INFOGOV,Information Governance,712
INFOGOV 720,Information Governance Project,INFOGOV,Information Governance,720
INFOGOV 720A,Information Governance Project,INFOGOV,Information Governance,720A
INFOGOV 720B,Information Governance Project,INFOGOV,Information Governance,720B
INFOGOV 780,Research Project,INFOGOV,Information Governance,780
INFOGOV 780A,Research Project,INFOGOV,Information Governance,780A
INFOGOV 780B,Research Project,INFOGOV,Information Governance,780B
INFOMGMT 192,Information Tools for Business,INFOMGMT,Information Management,192
INFOMGMT 399,Capstone: Information Management,INFOMGMT,Information Management,399
INFOSYS 110,Digital Systems,INFOSYS,Information Systems,110
INFOSYS 220,Business Systems Analysis,INFOSYS,Information Systems,220
INFOSYS 221,Programming for Business,INFOSYS,Information Systems,221
INFOSYS 222,Database Systems,INFOSYS,Information Systems,222
INFOSYS 300,Robotic Process Automation,INFOSYS,Information Systems,300
INFOSYS 301,Directed Study,INFOSYS,Information Systems,301
INFOSYS 302,Special Topic,INFOSYS,Information Systems,302
INFOSYS 303,Solutions Architecture,INFOSYS,Information Systems,303
INFOSYS 304,IT Infrastructure,INFOSYS,Information Systems,304
INFOSYS 305,Digital Strategy and Transformation,INFOSYS,Information Systems,305
INFOSYS 306,Digital Business and Innovation,INFOSYS,Information Systems,306
INFOSYS 307,Special Topic,INFOSYS,Information Systems,307
INFOSYS 321,Enterprise Systems,INFOSYS,Information Systems,321
INFOSYS 341,Information Security in Business,INFOSYS,Information Systems,341
INFOSYS 700,Digital Innovation,INFOSYS,Information Systems,700
INFOSYS 702,Special Topic,INFOSYS,Information Systems,702
INFOSYS 703,Managing with Artificial Intelligence,INFOSYS,Information Systems,703
INFOSYS 704,IT Consultancy,INFOSYS,Information Systems,704
INFOSYS 705,Directed Study,INFOSYS,Information Systems,705
INFOSYS 706,Digital Sustainability,INFOSYS,Information Systems,706
INFOSYS 707,Special Topic,INFOSYS,Information Systems,707
INFOSYS 708,Special Topic,INFOSYS,Information Systems,708
INFOSYS 709,Contemporary Issues in Information Systems Practice - Level 9,INFOSYS,Information Systems,709
INFOSYS 720,Information Systems Research - Level 9,INFOSYS,Information Systems,720
INFOSYS 722,Data Mining and Big Data,INFOSYS,Information Systems,722
INFOSYS 727,Advanced Information Security,INFOSYS,Information Systems,727
INFOSYS 735,Cloud Computing Architecture,INFOSYS,Information Systems,735
INFOSYS 750,Quantitative Methods in Information Systems,INFOSYS,Information Systems,750
INFOSYS 751,Qualitative Methods in Information Systems,INFOSYS,Information Systems,751
INFOSYS 757,Project Management and Outsourcing,INFOSYS,Information Systems,757
INFOSYS 759,Applied Research Consultancy Project - Level 9,INFOSYS,Information Systems,759
INFOSYS 788,Research Project,INFOSYS,Information Systems,788
INFOSYS 790,Research Project,INFOSYS,Information Systems,790
INFOSYS 791,Dissertation,INFOSYS,Information Systems,791
INFOSYS 791A,Dissertation,INFOSYS,Information Systems,791A
INFOSYS 791B,Dissertation,INFOSYS,Information Systems,791B
INFOSYS 796A,MCom Thesis in Information Systems,INFOSYS,Information Systems,796A
INFOSYS 796B,MCom Thesis in Information Systems,INFOSYS,Information Systems,796B
INNOVATE 100,Innovation through Design,INNOVATE,Innovation,100
INNOVATE 100G,Innovation through Design,INNOVATE,Innovation,100G
INNOVENT 203,The Entrepreneurial Mindset,INNOVENT,Innovation and Entrepreneurshi,203
INNOVENT 204,Entrepreneurial Opportunities,INNOVENT,Innovation and Entrepreneurshi,204
INNOVENT 300,Directed Study,INNOVENT,Innovation and Entrepreneurshi,300
INNOVENT 305,Special Topic,INNOVENT,Innovation and Entrepreneurshi,305
INNOVENT 307,Ecosystems for Innovation and Entrepreneurship,INNOVENT,Innovation and Entrepreneurshi,307
INNOVENT 308,Advanced Entrepreneurship,INNOVENT,Innovation and Entrepreneurshi,308
INNOVENT 309,Responsible Innovation,INNOVENT,Innovation and Entrepreneurshi,309
INNOVENT 310,Women in Entrepreneurship,INNOVENT,Innovation and Entrepreneurshi,310
INTBUS (309),Directed Studies in International Business ** available as of 01/01/2027,INTBUS,International Business,(309)
INTBUS 151,Business across Borders,INTBUS,International Business,151
INTBUS 151G,Business across Borders,INTBUS,International Business,151G
INTBUS 201,Foundations of International Business,INTBUS,International Business,201
INTBUS 202,Foundations of Strategy,INTBUS,International Business,202
INTBUS 300,Firms across Frontiers,INTBUS,International Business,300
INTBUS 305,Governing International Business,INTBUS,International Business,305
INTBUS 306,Global and Regional Business,INTBUS,International Business,306
INTBUS 307,International Management and Strategy,INTBUS,International Business,307
INTBUS 308,Special Topic,INTBUS,International Business,308
INTBUS 309,Directed Study,INTBUS,International Business,309
INTBUS 333,International Business Strategy,INTBUS,International Business,333
INTBUS 337,International Management,INTBUS,International Business,337
INTERNSP 700,Internship 1,INTERNSP,Internship,700
INTERNSP 701,Internship 2,INTERNSP,Internship,701
INTERNSP 702,Internship 3,INTERNSP,Internship,702
INTERNSP 703,Internship 4,INTERNSP,Internship,703
ITALIAN 100,Introductory Italian Language,ITALIAN,Italian,100
ITALIAN 100G,Introductory Italian Language,ITALIAN,Italian,100G
ITALIAN 106,Italian Language for Beginners 1,ITALIAN,Italian,106
ITALIAN 106G,Italian Language for Beginners 1,ITALIAN,Italian,106G
ITALIAN 107,Italian Language for Beginners 2,ITALIAN,Italian,107
ITALIAN 177,Study Abroad 1,ITALIAN,Italian,177
ITALIAN 200,Intermediate Italian Language 1,ITALIAN,Italian,200
ITALIAN 201,Intermediate Italian Language 2,ITALIAN,Italian,201
ITALIAN 202,Engendered Voices (Texts in Italian),ITALIAN,Italian,202
ITALIAN 203,Engendered Voices (Texts in English),ITALIAN,Italian,203
ITALIAN 206,Special Topic,ITALIAN,Italian,206
ITALIAN 235,Special Topic,ITALIAN,Italian,235
ITALIAN 236,Special Topic,ITALIAN,Italian,236
ITALIAN 277,Italian Study Abroad 2A,ITALIAN,Italian,277
ITALIAN 278,Italian Study Abroad 2B,ITALIAN,Italian,278
ITALIAN 300,Advanced Italian Language,ITALIAN,Italian,300
ITALIAN 301,Italian Translation Practice,ITALIAN,Italian,301
ITALIAN 312,Special Topic,ITALIAN,Italian,312
ITALIAN 313,Special Topic,ITALIAN,Italian,313
ITALIAN 330,Modern Italian Fiction and Drama,ITALIAN,Italian,330
ITALIAN 335,Engendered Voices (Texts in Italian),ITALIAN,Italian,335
ITALIAN 337,Special Topic,ITALIAN,Italian,337
ITALIAN 338,Special Topic,ITALIAN,Italian,338
ITALIAN 355,Directed Study,ITALIAN,Italian,355
ITALIAN 356,Directed Study,ITALIAN,Italian,356
ITALIAN 377,Italian Study Abroad 3A,ITALIAN,Italian,377
ITALIAN 378,Italian Study Abroad 3B,ITALIAN,Italian,378
ITALIAN 379,Study Abroad – Internship,ITALIAN,Italian,379
ITALIAN 700,Language Acquisition: Oral and Written Use of Italian,ITALIAN,Italian,700
ITALIAN 700A,Language Acquisition: Oral and Written Use of Italian,ITALIAN,Italian,700A
ITALIAN 700B,Language Acquisition: Oral and Written Use of Italian,ITALIAN,Italian,700B
ITALIAN 701,Special Topic,ITALIAN,Italian,701
ITALIAN 704,Special Topic,ITALIAN,Italian,704
ITALIAN 709,Special Topic,ITALIAN,Italian,709
ITALIAN 720,Special Topic,ITALIAN,Italian,720
ITALIAN 721,Special Topic,ITALIAN,Italian,721
ITALIAN 730,Special Topic,ITALIAN,Italian,730
ITALIAN 732,Special Topic,ITALIAN,Italian,732
ITALIAN 777,Study Abroad,ITALIAN,Italian,777
ITALIAN 778,Study Abroad,ITALIAN,Italian,778
ITALIAN 779,Study Abroad – Internship,ITALIAN,Italian,779
ITALIAN 780,Research Project,ITALIAN,Italian,780
ITALIAN 780A,Research Project,ITALIAN,Italian,780A
ITALIAN 780B,Research Project,ITALIAN,Italian,780B
ITALIAN 782,Research Essay,ITALIAN,Italian,782
ITALIAN 791,Dissertation,ITALIAN,Italian,791
ITALIAN 792,Dissertation,ITALIAN,Italian,792
ITALIAN 792A,Dissertation,ITALIAN,Italian,792A
ITALIAN 792B,Dissertation,ITALIAN,Italian,792B
ITALIAN 793A,Thesis,ITALIAN,Italian,793A
ITALIAN 793B,Thesis,ITALIAN,Italian,793B
ITALIAN 796A,Thesis,ITALIAN,Italian,796A
ITALIAN 796B,Thesis,ITALIAN,Italian,796B
ITALIAN 797A,Research Portfolio,ITALIAN,Italian,797A
ITALIAN 797B,Research Portfolio,ITALIAN,Italian,797B
JAPANESE 130,Japanese Language 1A,JAPANESE,Japanese,130
JAPANESE 130G,Japanese Language 1A,JAPANESE,Japanese,130G
JAPANESE 131,Japanese Language 1B,JAPANESE,Japanese,131
JAPANESE 178,Japanese Study Abroad 1,JAPANESE,Japanese,178
JAPANESE 231,Japanese Language 2A,JAPANESE,Japanese,231
